,Unnamed: 0,User,Tweet,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment
431,431,Jonesy666Uk,@MCFCTone Sancho has got to be around the same or even more considering the actual transfer fee being so much higher than Haaland… but we didn’t hear that did we and sure Sky and the rest even quoted that fee as lower than it was. Gotta love the hate we get 😂😂,0.2263,0.743,0.122,0.135,Positive
432,432,andyleg66,"@kjannati @SamWallaceTel @Paulpatty @TelegraphDucker No mate it's the incinderay reporting of a transfer fee that in the ludicrous world of football is a bargain. He is costing less than Maguire, Sancho, Pogba, Alison, Van Dyke, Grealish, Mahrez, Lukaku &amp; he is one of the 2 most in demand players in the world. That's the story!!!",-0.6761,0.84,0.129,0.031,Negative
433,433,iam_bayode,"@Swudy10 @protecturright @LouieDi13 He definitely won't be earning the same wage with debruyne. But what am just trying to point out is the English media bias towards city, bco when Chelsea signed lukaku or when man u signed Sancho, it was only their transfer fee that was reported, the add ons and agent fee wasnt.",0.3182,0.927,0.025,0.048,Positive
434,434,D_Dunne2,"@SamWallaceTel @Paulpatty @TelegraphDucker There’s no issues with him announcing the full cost of the whole lot including transfer fee, wages, agent fees, flights, meal deal etc as long as he does it for the likes of United and Liverpool too, which he doesn’t. Apparently Sancho was just £77m and he doesn’t get paid wages.",0.5267,0.867,0.037,0.095,Positive
435,435,E93Jack,@EPLIndex @TeleFootball @TelegraphDucker @SamWallaceTel @mcgrathmike Sancho annual wage of 18.2million. That over 6 seasons is 109.2 million. Add in the 73 million transfer fee that leaves you a grand total of 182.2 million (without agent fees and bonuses),0.4588,0.921,0.0,0.079,Positive
436,436,chux4w,"I'm not one to cry about media bias, but has anyone else noticed how biased the media is?

(Sancho number is just transfer fee, Haaland number is transfer (ie release clause) plus wages, plus bonuses, plus agent fees. Why the difference when reporting about City?) https://t.co/BzFKxEgBLb",0.7259,0.744,0.072,0.185,Positive
437,437,CornerTweet,"@TelegraphDucker when you report on MU transfers, its never added up, purely transfer fee. now City makes a 75m euros signings, lot less than Sancho, but tis a 200m plus transfer? Sancho transfer must have avoided agent fees, salary, signing bonus etc. or there is certain media agenda?",0.6868,0.798,0.058,0.144,Positive
438,438,MillermanChris,@footballdaily @SkyKaveh Erm same weekly wage as jadon sancho.. cheaper transfer fee.. i dont remember exorbitant fees being mentioned.. there were too many dicks bein sucked over what an amazingly cheap deal it was and how amazing it was all going to be,0.2023,0.855,0.064,0.081,Positive
439,439,MillermanChris,@StatCity Its around 350 a wk.. basically making the deal cheaper than jadon sancho to united.. for a higher transfer fee and same weekly wage,0.0,1.0,0.0,0.0,Neutral
440,440,Priceless_BS20,"@BernardoTouch That’s less than:
Lakaka
Pogba
And Sancho ffs

I’m actually impressed, yes agent fees are part of it, but that’s still insane for a standard transfer fee",-0.4678,0.7,0.181,0.119,Negative
441,441,klassic_kb,Sancho is on 350k a week 80m transfer fee and a 6 year deal but they never said anything like this,-0.395,0.864,0.136,0.0,Negative
442,442,dhanvi31,"@chasin_mo When you bought him from derby, they put a sell on clause which basically means that if you ever sold him the future, 20% of the transfer fee would go to derby (much how we indirectly paid city for Sancho) but now liverpool have paid derby money and removed the clause",0.0,1.0,0.0,0.0,Neutral
443,443,j_okoth_,"@Itiswinny I watched the guy in PSG 
He has improved but I still think he’s very overrated just like Sancho and Werner.
The maximum fee for him should be 40. 
Sadly there are not many options in the transfer market so he’ll get his big money move.",0.249,0.817,0.072,0.111,Positive
444,444,Lewisassim,"@GoonerInDetroit It's really funny. Anyone who understands football knows the transfer fee is only part of the overall picture. You also have wages, commercial uplift, sell on value and performance. 

How's Sancho and Varane looking now? Asking for a mate....",0.6801,0.869,0.0,0.131,Positive
445,445,den_jw,"@TheLondonSmoke Objectively speaking, apart from Sancho, CR7, Fernandes when he's played in his natural 10 slot and the goalie, there's not one of the team who would command the kind of fee that allowed the new manager to rebuild on the back of transfer fees. Even Rashford would only be £20-25m",0.5994,0.909,0.0,0.091,Positive
446,446,tsula18,RT @LoucasAndreou2: @RedorDead07 @ManUtdFanKe @Sport_Witness Don't know why l am bothering answering this just as much as you are bothering…,-0.3818,0.874,0.126,0.0,Negative
447,447,LoucasAndreou2,"@RedorDead07 @ManUtdFanKe @Sport_Witness Don't know why l am bothering answering this just as much as you are bothering tweeting it but l will try
AWB transfer fee.....what?
MAGUIRE transfer fee....what?
SANCHO transfer fee...what?
OSIMHEN.......give us a break...Solskjaer has gone thank god",0.5913,0.772,0.082,0.146,Positive
448,448,Chambo_afc,"@DamianW2016 @FabrizioRomano @utdreport You wanna talk about money?

Ronaldo is on 500k a week, sancho &amp; varane are on 350k a week each aswell.

Arsenal signed 6 new players with the 150m they spend. But all on low wages.

Signing new playere is not just about the transfer fee lmao

You are so clueless mate",-0.1132,0.841,0.092,0.067,Negative
449,449,izy_MUN,"@ZNeymar98 @CompsACM The transfer fee of a player isn’t determined after they sign it’s determined when they sign. Considering sancho’s age,ability, and stats at Dortmund 73m was a steal",0.1531,0.75,0.1,0.15,Positive
450,450,izy_MUN,@ZNeymar98 @CompsACM Sancho transfer fee wasn’t over pay by any stretch of the imagination,-0.1027,0.903,0.097,0.0,Negative
